"noc_plan_desc","distance_from_node_ft","network_node","network_node_latitude","network_node_longitude","first_cost","hh_count","cost_hh","address_id","win_lat","win_lon","upstream_nodes","feeder_fiber_footage","gpon_dist_cost","geo_prec","win_census_block","caf_cb_type","caf1r2_funding_type","addr_link_type","primary_number","pre_directional","street","street_suffix","post_directional","unit_designator","secondary_number","city","state","zip","zip4","data_source","win_exchange_id","hh_svc_key","package","miror_status","drs_wc","miror_wire_center","drs_exchange","qualified_desc","awg","ft_to_bb","term_number","route_lead","miror_theoretical_loop_length","terminal_number","route_number","terminal_id","switch_center_clli","gcomms_awg","gcomms_ft_to_bb","fid","csa","csa_status","co_csa"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000001744143","0","0","","LXTNSCU0706","","","","0","000014","1815","","{DEA0EB15-58A7-45AD-A183-FB1B26F19793}","1","4555","312 BEAUMONT DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000014","7127","SC050LXTN","p60","1942.06","1942.06","LXTN2765000312","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000026898891","0","0","","LXTNSCU0706","","","","0","000008","981","","{8FEFED3A-1FB9-443A-A03F-DFCD974C7584}","1","4557","204 BEAUCLAIRE DR","LEXINGTON","7127","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000008","7127","SC050LXTN","p60","1362.56","1362.56","LXTN2766000204","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000010175136","0","0","","LXTNSCP0038","","","","0","000006","1354","","{EF7C9169-DD3F-42EA-821A-93035362024F}","1","4595","141 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000006","7155","SC050LXTN","p60","1327.5","1327.5","LXTN1514000141","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000036288257","0","0","","LXTNSCP0038","","","","0","000013","588","","{9D92E24F-F66B-49F1-9533-8A537A3960F3}","1","4685","335 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000013","7153","SC050LXTN","p60","1718.85","1718.85","LXTN1130000335","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000011497298","0","0","","LXTNSCP0038","","","","0","000003","1434","","{827D7B14-A25B-4CAD-8043-BADDFB2CEDC2}","1","4797","267 CAROLINE HILL RD","LEXINGTON","7156","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000003","7156","SC050LXTN","p60","1436.8","1436.8","LXTN1130000267","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000022907960","0","0","","LXTNSCU0706","","","","0","000021","2141","","{1584CA28-406A-43F8-BBF3-A5138A51CD18}","1","4844","332 BEAUMONT DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000021","7127","SC050LXTN","p60","2502.26","2502.26","LXTN2765000332","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013584361","0","0","","LXTNSCP0038","","","","0","000012","1031","","{CFCA1433-CF8E-47A5-B472-49EA3FCA3D2A}","1","4899","319 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000012","7153","SC050LXTN","p60","1602.8","1602.8","LXTN1130000319","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000002220217","0","0","","LXTNSCU0703","","","","0","000034","4680","","{A90DE0FC-7E95-4021-8125-1DC887BC3488}","1","4918","642 HIGHWAY 378","LEXINGTON","7106","","NO QUAL","0","SC000LXTN","LXTNSCU0703","SC050LXTN","NOT USED","","","000034","7106","SC050LXTN","p60","4922.93","4922.93","LXTN1124000642","","","1","LXTNSCU0703","","6BA8","","","SC","450630210461021"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000009397176","0","0","","LXTNSCP0038","","","","0","000007"," ","","{E450CC8D-DDF5-48CE-AB00-7C7945390DFB}","1","5126","228 CAROLINE HILL RD","LEXINGTON","7158","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000007","7158","SC050LXTN"," ","2432.48","2432.48"," ","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000001072118","0","0","","LXTNSCP0038","","","","0","000002","670","","{84CD7BEE-4737-49C6-B516-C8F0B0384089}","1","5227","108 WILD SPRING RD","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000002","7154","SC050LXTN","p60","740.78","740.78","LXTN1422000108","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000003627163","0","0","","LXTNSCP0038","","","","0","000007","597","","{26347AF7-595E-46CD-AB3A-E5FF3314D0D5}","1","5236","136 WILD SPRING RD","LEXINGTON","7157","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000007","7157","SC050LXTN","p60","1948.18","1948.18","LXTN1422000136","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013664980","0","0","","LXTNSCP0038","","","","0","000016","597","","{50BDD21C-84B7-4207-A8A5-B87BBE7FBC60}","1","5237","128 WILD SPRING RD","LEXINGTON","7154","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000016","7154","SC050LXTN","p60","2121.63","2121.63","LXTN1422000128","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013802324","0","0","","LXTNSCP0038","","","","0","000008","1354","","{1D590DD8-B321-41BE-95AF-B1C51D2B3913}","1","5368","149 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000008","7155","SC050LXTN","p60","1544.56","1544.56","LXTN1514000149","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013296384","0","0","","LXTNSCP0038","","","","0","000004","674","","{735D560D-E05F-4D9D-B509-CE52A0A603A6}","1","5418","204 WILD SPRING CT","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000004","7154","SC050LXTN","p60","1010.23","1010.23","LXTN1513000204","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000005032008","0","0","","LXTNSCP0038","","","","0","000022","874","","{BDB0D17F-6A44-445A-A48A-6A9DDDCDD916}","1","5621","312 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000022","7153","SC050LXTN","p60","2425.49","2425.49","LXTN1130000312","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000000613766","0","0","","LXTNSCU0700","","","","0","000002"," ","","{B543B7FD-BBB9-41A0-8AB4-26C8D3DFA6E6}","0.921","5756","100 CAROLINE SPRINGS RD","LEXINGTON","7151","","NO QUAL","0","SC000LXTN","LXTNSCU0700","SC050LXTN","NOT USED","","","000002","7151","SC050LXTN"," ","14057.68","14057.68"," ","","","0.921","LXTNSCU0700","","6BA8","","","SC","450630210461021"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000017598545","0","0","","LXTNSCU0706","","","","0","000021","2423","","{1584CA28-406A-43F8-BBF3-A5138A51CD18}","1","6107","328 BEAUMONT DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000021","7127","SC050LXTN","p60","2538.75","2538.75","LXTN2765000328","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000009785409","0","0","","LXTNSCP0038","","","","0","00006C"," ","","{25508BF8-BB5C-438D-87EF-EEC070F236E3}","1","6326","157 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006C","7155","SC050LXTN"," ","1890.99","1890.99"," ","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000004589586","0","0","","LXTNSCP0038","","","","0","000015","48","","{C821DC07-039E-4E07-97D7-DBB475621CFC}","1","6413","355 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000015","7153","SC050LXTN","p60","1980.15","1980.15","LXTN1130000355","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000016819994","0","0","","LXTNSCU0706","","","","0","000014","1815","","{DEA0EB15-58A7-45AD-A183-FB1B26F19793}","1","6527","316 BEAUMONT DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000014","7127","SC050LXTN","p60","1946.65","1946.65","LXTN2765000316","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000025515188","0","0","","LXTNSCP0038","","","","0","000016","2058","","{50BDD21C-84B7-4207-A8A5-B87BBE7FBC60}","1","6677","132 WILD SPRING RD","LEXINGTON","7154","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000016","7154","SC050LXTN","p60","2109.61","2109.61","LXTN1422000132","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000006380975","0","0","","LXTNSCP0038","","","","0","000023","1031","","{9C34727E-0481-45E4-A409-FCA31D0E5381}","1","6793","304 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000023","7153","SC050LXTN","p60","2536.75","2536.75","LXTN1130000304","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000002158360","0","0","","LXTNSCP0038","","","","0","000014","2114","","{675A9F9F-F309-493F-8EEE-2A00DA6FE8D5}","1","6975","233 CAROLINE HILL RD","LEXINGTON","7155","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000014","7155","SC050LXTN","p60","2174.62","2174.62","LXTN1130000233","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000021269051","0","0","","LXTNSCP0038","","","","0","000014","86","","{B5421C68-171C-47FE-A164-F1F69EADAB17}","1","7061","343 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000014","7153","SC050LXTN","p60","1830.65","1830.65","LXTN1130000343","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000033236483","0","0","","LXTNSCP0038","","","","0","000005","1008","","{252B2975-1263-40AD-AC3F-BADD77C68D59}","1","7247","320 MISTY SPRING CT","LEXINGTON","7157","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000005","7157","SC050LXTN","p60","1695.84","1695.84","LXTN1542000320","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000016546603","0","0","","LXTNSCP0038","","","","0","000015"," ","","{6ACE76EC-0CCF-4F87-BF78-562E2C4EFB97}","1","7256","240 CAROLINE HILL RD","LEXINGTON","7155","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000015","7155","SC050LXTN"," ","2283.85","2283.85"," ","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000030295991","0","0","","LXTNSCP0038","","","","0","000002","670","","{84CD7BEE-4737-49C6-B516-C8F0B0384089}","1","7411","100 WILD SPRING RD","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000002","7154","SC050LXTN","p60","727.86","727.86","LXTN1422000100","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000003067440","0","0","","LXTNSCP0038","","","","0","000025","2669","","{AE16A4AC-CF1D-44CD-8F81-737C5FFD9CFF}","1","7486","268 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000025","7153","SC050LXTN","p60","2755.25","2755.25","LXTN1130000268","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013596398","0","0","","LXTNSCU0706","","","","0","000014","2232","","{DEA0EB15-58A7-45AD-A183-FB1B26F19793}","1","7496","405 SAINT CLAIRE PL","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000014","7127","SC050LXTN","p60","1955.61","1955.61","LXTN2767000405","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000007988685","0","0","","LXTNSCP0038","","","","0","000019"," ","","{0ED43972-28BC-486B-8628-024B4E2F1623}","1","7504","139 CAROLINE SPRINGS RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000019","7153","SC050LXTN"," ","2231.32","2231.32"," ","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461021"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000015887961","0","0","","LXTNSCP0038","","","","0","000012","501","","{81A466C0-FDC3-47C5-B246-54A34A56BFF2}","1","7731","211 WILD SPRING CT","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000012","7154","SC050LXTN","p60","1644.6","1644.6","LXTN1513000211","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000012552920","0","0","","LXTNSCU0706","","","","0","000024","2924","","{42CB2818-9841-4543-8ECF-EFC3EFCDF973}","1","7757","340 BEAUMONT DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000024","7127","SC050LXTN","p60","2922.8","2922.8","LXTN2765000340","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461016"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000015768158","0","0","","LXTNSCP0038","","","","0","000006","813","","{ED65F628-8917-4E66-A01C-DE73A52B9D07}","1","7789","224 WILD SPRING CT","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000006","7154","SC050LXTN","p60","1197.42","1197.42","LXTN1513000224","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000036784505","0","0","","LXTNSCP0038","","","","0","000026","1350","","{5BEC5A2F-892C-406D-B27C-E3383AF126DF}","1","8419","264 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000026","7153","SC050LXTN","p60","2872.29","2872.29","LXTN1130000264","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000033232456","0","0","","LXTNSCP0038","","","","0","000006","1008","","{54B157FA-A86E-442A-9E52-E78521EEE754}","1","8562","312 MISTY SPRING CT","LEXINGTON","7157","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000006","7157","SC050LXTN","p60","1804.22","1804.22","LXTN1542000312","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000014829037","0","0","","LXTNSCP0038","","","","0","000021","7117","","{1AA7CBBB-EFCD-46C3-9FB3-5D76E6A749AC}","1","8571","142 ELMER RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000021","7153","SC050LXTN","p60","2504.51","2504.51","LXTN2506000142","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461021"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000011761349","0","0","","LXTNSCP0038","","","","0","000004","1434","","{76773A36-AE47-4CCA-A5FE-81D8983FCA62}","1","8606","255 CAROLINE HILL RD","LEXINGTON","7156","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000004","7156","SC050LXTN","p60","1558.33","1558.33","LXTN1130000255","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000003650905","0","0","","LXTNSCP0038","","","","0","00006B","1354","","{CE0F788B-CB07-4247-9351-D397F8515F35}","1","8625","142 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006B","7155","SC050LXTN","p60","1587.22","1587.22","LXTN1514000142","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000054639664","0","0","","LXTNSCU0700","","","","0","000012","1592","","{93D14C57-4140-444F-8B7A-B6159773960F}","0.999","8747","209 CAROLINE SPRINGS RD","LEXINGTON","7151","","NO QUAL","0","SC000LXTN","LXTNSCU0700","SC050LXTN","NOT USED","","","000012","7151","SC050LXTN","p60","13224.72","13224.72","LXTN2507000209","","","0.999","LXTNSCU0700","","6BA8","","","SC","450630210461022"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000016539100","0","0","","LXTNSCP0038","","","","0","000007","1638","","{E450CC8D-DDF5-48CE-AB00-7C7945390DFB}","1","8768","224 CAROLINE HILL RD","LEXINGTON","7158","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000007","7158","SC050LXTN","p60","2425.86","2425.86","LXTN1130000224","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013536336","0","0","","LXTNSCP0038","","","","0","000020","6930","","{B5BE11A5-5606-4118-B1CA-5890841094FA}","1","8790","141 CAROLINE SPRINGS RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000020","7153","SC050LXTN","p60","2376.37","2376.37","LXTN2507000141","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461021"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000034913545","0","0","","LXTNSCP0038","","","","0","000028","1288","","{B5B029B1-859E-43CF-80E7-BFDF8928427B}","1","8849","248 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000028","7153","SC050LXTN","p60","3139.28","3139.28","LXTN1130000248","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000017836642","0","0","","LXTNSCP0038","","","","0","000011","760","","{06BA970A-7FE3-46F4-BDDF-B83778256FD4}","1","9200","227 WILD SPRING CT","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000011","7154","SC050LXTN","p60","1506.01","1506.01","LXTN1513000227","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000000792650","0","0","","LXTNSCP0038","","","","0","00006B"," ","","{CE0F788B-CB07-4247-9351-D397F8515F35}","1","9211","143 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006B","7155","SC050LXTN"," ","1561.4","1561.4"," ","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000020569617","0","0","","LXTNSCP0038","","","","0","00006A","954","","{544F4C74-6FC2-4279-888F-D9899D9D89F7}","1","9316","130 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006A","7155","SC050LXTN","p60","1501.59","1501.59","LXTN1514000130","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000012011104","0","0","","LXTNSCP0038","","","","0","000005"," ","","{9259798D-E04F-421D-BAEF-B0289CD9D925}","1","9326","216 CAROLINE HILL RD","LEXINGTON","7158","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000005","7158","SC050LXTN"," ","2203.12","2203.12"," ","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000025682560","0","0","","LXTNSCP0038","","","","0","00006C"," ","","{25508BF8-BB5C-438D-87EF-EEC070F236E3}","1","9368","101 CAROLINE XING","LEXINGTON","7155","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006C","7155","SC050LXTN"," ","2004.43","2004.43"," ","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013588840","0","0","","LXTNSCU0706","","","","0","000025","2924","","{C8914B3E-2C65-4589-AFD4-4F8065ACBF3D}","1","9477","347 BEAUMONT DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000025","7127","SC050LXTN","p60","3098.96","3098.96","LXTN2765000347","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000008971688","0","0","","LXTNSCP0038","","","","0","000015","86","","{C821DC07-039E-4E07-97D7-DBB475621CFC}","1","9511","347 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000015","7153","SC050LXTN","p60","1968.76","1968.76","LXTN1130000347","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000018972678","0","0","","LXTNSCU0706","","","","0","000009","2082","","{D7EB9221-D489-4CC9-8A93-3901EEE25884}","1","9677","415 SAINT CLAIRE PL","LEXINGTON","7128","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000009","7128","SC050LXTN","p60","2185.37","2185.37","LXTN2767000415","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000001294986","0","0","","LXTNSCP0038","","","","0","000012","466","","{CFCA1433-CF8E-47A5-B472-49EA3FCA3D2A}","1","9743","327 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000012","7153","SC050LXTN","p60","1572.29","1572.29","LXTN1130000327","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000020370131","0","0","","LXTNSCP0038","","","","0","000012","674","","{81A466C0-FDC3-47C5-B246-54A34A56BFF2}","1","9825","215 WILD SPRING CT","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000012","7154","SC050LXTN","p60","1612.04","1612.04","LXTN1513000215","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
